"header1","Ваня, разработчик","Frontend Developer<br>from Earth"
"subheader1","строит ракеты, верстает кнопочки","From videogames to self-driving cars and beyond — my coding career is quite bizarre, and it has just started. Although I wouldn't be here without my other passions — that's also what this site is about."
